plntid;binary;plntmass;plntradius;period;smaxis;plnttemp;plntage;discmeth;discyear;ra;dec;distsun;strmass;strradius;strmetal;strtemp;strage;inhabitzone
Kepler-254 b;0;NA;0,35267;5,826662;0,0629403023505906;NA;NA;transit;2014;288,1625;45,8013888888889;1607,46;1,021;0,91;NA;5957;NA;FALSE
Kepler-254 c;0;NA;0,19593;12,412183;0,104203199598656;NA;NA;transit;2014;288,1625;45,8013888888889;1607,46;1,021;0,91;NA;5957;NA;FALSE
Kepler-254 d;0;NA;0,22783;18,746477;0,13717091951514;NA;NA;transit;2014;288,1625;45,8013888888889;1607,46;1,021;0,91;NA;5957;NA;FALSE
HD 157172 b;0;0,12;NA;104,84;0,416;347,9;NA;RV;2011;260,645833333333;-19,6013888888889;31,9;NA;NA;NA;5940;NA;FALSE
HD 181342 b;0;3,3;NA;663;1,78;354,7;NA;RV;2010;290,266666666667;-23,6169444444444;110,6;1,84;4,6;0,26;5014;NA;FALSE
HD 47186 b;0;0,07167;NA;4,0845;0,05;1123,6;NA;RV;2008;99,0375;-27,6172222222222;37,84;0,99;NA;0,23;5675;NA;FALSE
HD 47186 c;0;0,35061;NA;1353,6;2,395;161,7;NA;RV;2008;99,0375;-27,6172222222222;37,84;0,99;NA;0,23;5675;NA;FALSE
HD 164509 b;0;0,48;NA;282,4;0,875;286,2;NA;RV;2011;270,379166666667;0,100277777777778;52;1,13;1,06;0,21;5922;NA;TRUE
WASP-45 b;0;1,007;1,16;3,1260876;0,04054;1094,2;NA;transit;2011;5,2375;-35,9847222222222;NA;0,909;0,945;0,36;5140;NA;FALSE
HD 27442 A b;1;1,35;NA;415,2;1,16;NA;NA;RV;2000;64,1208333333333;-59,3;18,1;1,2;6,6;0,22;NA;NA;FALSE
Kepler-363 d;0;NA;0,18682;11,932125;0,0999251461281851;NA;NA;transit;2014;283,191666666667;41,3002777777778;734,62;1,07;1,485;NA;5593;NA;FALSE
Kepler-363 c;0;NA;0,15401;7,542427;0,0735987332443734;NA;NA;transit;2014;283,191666666667;41,3002777777778;734,62;1,07;1,485;NA;5593;NA;FALSE
Kepler-363 b;0;NA;0,10571;3,614568;0,0450713460859859;NA;NA;transit;2014;283,191666666667;41,3002777777778;734,62;1,07;1,485;NA;5593;NA;FALSE
EPIC 201912552 b;0;NA;0,206;32,94488;0,1491;272;NA;transit;2015;172,5604625;7,58839166666667;34;0,413;0,394;0,09;3503;NA;TRUE
HD 38801 b;0;10,7;NA;696,3;1,7;280,9;NA;RV;2010;86,9958333333333;-8,31777777777778;99,4;1,36;2,53;0,26;5222;NA;TRUE
CT Cha B;0;NA;2,4;NA;NA;2500;NA;imaging;2008;166,0375;-76,4502777777778;165;NA;NA;NA;5150;NA;FALSE
HD 114613 b;0;0,48;NA;3827;5,16;NA;NA;RV;2014;198,013270916667;-37,8030250277778;20,67;1,364;NA;0,19;5729;NA;FALSE
HD 185269 b;0;0,94;NA;6,838;0,077;1295,4;NA;RV;2006;294,3;28,5;47;1,28;1,88;0,11;5980;NA;FALSE
HD 80606 b;1;3,94;0,921;111,4273;0,463;339,6;NA;RV;2001;140,654166666667;50,6002777777778;58,4;0,98;0,978;0,43;5370;7,63;FALSE
HIP 14810 b;0;3,88;NA;6,673855;0,0692;918,2;NA;RV;2006;47,8083333333333;21,0847222222222;52,9;0,99;1;0,26;5485;NA;FALSE
HIP 14810 c;0;1,28;NA;147,73;0,545;327;NA;RV;2006;47,8083333333333;21,0847222222222;52,9;0,99;1;0,26;5485;NA;FALSE
HIP 14810 d;0;0,57;NA;962;1,89;175,6;NA;RV;2009;47,8083333333333;21,0847222222222;52,9;0,99;1;0,26;5485;NA;TRUE
Gliese 649 b;0;0,328;NA;598,3;1,135;102,2;NA;RV;2009;254,5375;25,7341666666667;10,34;0,54;NA;0,08;3700;NA;FALSE
GJ 649.02;0;0,03;NA;4,4762;0,043;NA;NA;RV;2013;254,5375;25,7341666666667;10,34;0,54;NA;0,08;3700;NA;FALSE
Kepler-117 c;0;1,84;1,101;50,790391;0,2804;704;NA;transit;2014;288,793025;48,040225;1430;1,129;1,606;-0,04;6150;5,3;FALSE
Kepler-117 b;0;0,094;0,719;18,7959228;0,1445;984;NA;transit;2014;288,793025;48,040225;1430;1,129;1,606;-0,04;6150;5,3;FALSE
KOI-142 b;0;0,0055264;0,37647;10,9542;0,098;791;NA;transit;2013;291,145833333333;40,6666666666667;385;1,022;0,961;0,37;5513;2,45;FALSE
KOI-142 c;0;0,76;NA;22,1;0,1529;NA;NA;timing;2013;291,145833333333;40,6666666666667;385;1,022;0,961;0,37;5513;2,45;FALSE
HD 8535 b;0;0,68;NA;1313;2,45;188,3;NA;RV;2009;20,9041666666667;-41,2669444444444;52,5;1,13;1,19;0,02;6136;NA;FALSE
HD 17092 b;0;4,6;NA;359,9;1,29;513,6;NA;RV;2007;41,5916666666667;49,6502777777778;109;2,3;NA;0,18;4650;NA;FALSE
HD 154088 b;0;0,0193;NA;18,596;0,1316;643,6;NA;RV;2011;256,116666666667;-28,5680555555556;17,8;NA;NA;NA;5150;NA;FALSE
HD 86081 b;0;1,5;NA;2,1375;0,039;1486,6;NA;RV;2006;149,025;-3,80083333333333;91;1,21;1,22;0,257;6028;NA;FALSE
Kepler-364 c;0;NA;0,19593;59,980627;0,282230821929654;NA;NA;transit;2014;281,566666666667;47,3847222222222;872,59;1,2;1,284;NA;6108;NA;FALSE
Kepler-364 b;0;NA;0,14125;25,745718;0,160595650306896;NA;NA;transit;2014;281,566666666667;47,3847222222222;872,59;1,2;1,284;NA;6108;NA;FALSE
Kepler-438 b;0;NA;0,1;35,23319;0,166;NA;NA;transit;2015;281,645833333333;41,9510833333333;145;0,544;0,52;0,16;3748;4,4;FALSE
Gliese 3021 A b;1;3,37;NA;133,71;0,49;NA;NA;RV;2000;4,05;-79,85;17,62;0,9;0,9;0,1;5540;0,8;FALSE
Gliese 676 A d;1;0,014;NA;3,6;0,0413;NA;NA;RV;2012;262,545833333333;-51,6336111111111;16,5;0,71;NA;0,23;NA;NA;FALSE
Gliese 676 A e;1;0,036;NA;35,37;0,187;NA;NA;RV;2012;262,545833333333;-51,6336111111111;16,5;0,71;NA;0,23;NA;NA;FALSE
Gliese 676 A b;1;4,95;NA;1050,3;1,8;NA;NA;RV;2011;262,545833333333;-51,6336111111111;16,5;0,71;NA;0,23;NA;NA;FALSE
Gliese 676 A c;1;3;NA;4400;5,2;NA;NA;RV;2011;262,545833333333;-51,6336111111111;16,5;0,71;NA;0,23;NA;NA;FALSE
Kepler-26 b;0;NA;0,26792;12,282972;0,121291419007754;NA;NA;transit;2014;284,9375;46,5513888888889;482,39;0,634;0,571;NA;4486;NA;FALSE
Kepler-26 c;0;NA;0,26792;17,251204;0,152115700936211;NA;NA;transit;2014;284,9375;46,5513888888889;482,39;0,634;0,571;NA;4486;NA;FALSE
Kepler-26 d;0;NA;0,09751;3,543919;0,052960282590066;NA;NA;transit;2014;284,9375;46,5513888888889;482,39;0,634;0,571;NA;4486;NA;FALSE
Kepler-26 e;0;NA;0,21962;46,827915;0,296004047792094;NA;NA;transit;2014;284,9375;46,5513888888889;482,39;0,634;0,571;NA;4486;NA;TRUE
HD 2039 b;0;4,9;NA;1183;2,2;188,3;NA;RV;2002;6,08333333333333;-56,65;89,8;0,98;1,21;0,1;5947;NA;FALSE
HD 59686 b;0;5,25;NA;303;0,911;728,2;NA;RV;2003;112,95;17,0833333333333;92;NA;11,62;NA;5150;NA;TRUE
HIP 57050 b;0;0,298;NA;41,397;0,163506;218,6;NA;RV;2010;175,4375;42,75;11;0,34;0,4;0,32;3190;NA;TRUE
Fomalhaut b;1;NA;NA;320000;177;NA;NA;imaging;2008;344,4125;-29,6172222222222;7,704;1,92;1,84;NA;8590;NA;FALSE
KOI-830 b;0;1,27;1,08;3,52563254;0,0433;1070;NA;transit;2014;290,583333333333;40,5675;720;0,87;0,8;0,09;5150;5;FALSE
CoRoT-3 b;0;21,66;1,01;4,2568;0,057;1554,7;NA;transit;2008;292,054166666667;0,116944444444444;680;1,37;1,56;-0,02;6740;NA;FALSE
HD 30562 b;0;1,373;NA;1159;2,315;208,7;NA;RV;2009;72,15;-5,66722222222222;26,5;1,23;1,53;0,29;5861;3,6;TRUE
HD 132563 B b;1;1,49;NA;1544;2,62;158,5;NA;RV;2011;224,5896625;44,0431472222222;96;1,01;NA;-0,19;5985;NA;FALSE
Kepler-230 b;0;NA;0,38822;32,625555;0,205627833664262;NA;NA;transit;2014;285,716666666667;48,5005555555556;894,5;0,918;0,817;NA;5588;NA;FALSE
Kepler-230 c;0;NA;0,18591;91,773242;0,409751618098231;NA;NA;transit;2014;285,716666666667;48,5005555555556;894,5;0,918;0,817;NA;5588;NA;FALSE
WASP-71 b;0;2,242;1,46;2,9036747;0,04631;1888,1;NA;transit;2012;29,2625;0,750833333333333;200;1,559;2,26;NA;6050;NA;FALSE
HD 34445 b;0;0,79;NA;1049;2,07;209,1;NA;RV;2004;79,4208333333333;7,35027777777778;46,5;1,07;1,38;0,14;5836;NA;TRUE
Omega Serpentis b;0;1,7;NA;277,02;1,1;NA;NA;RV;2013;237,573125;2,1965;83,8;2,17;12,3;-0,24;4770;NA;FALSE
Kepler-96 b;0;NA;0,243318;16,2385;0,125512831788396;NA;NA;transit;2014;297,070833333333;40,5175;128;1;1,02;0,04;5690;2,34;FALSE
HIP 57274 b;0;0,036;NA;8,1352;0,07;636,3;NA;RV;2011;176,170833333333;30,9508333333333;25,92;0,73;0,68;0,09;4640;NA;FALSE
HIP 57274 c;0;0,41;NA;32,03;0,178;399,8;NA;RV;2011;176,170833333333;30,9508333333333;25,92;0,73;0,68;0,09;4640;NA;FALSE
HIP 57274 d;0;0,527;NA;431,7;1,01;167,1;NA;RV;2011;176,170833333333;30,9508333333333;25,92;0,73;0,68;0,09;4640;NA;TRUE
Kepler-334 c;0;NA;0,13032;12,758005;0,104811936554976;NA;NA;transit;2014;287,1375;47,1013888888889;439,8;1,06;1,068;NA;5828;NA;FALSE
Kepler-334 b;0;NA;0,10207;5,470319;0,0595978603878413;NA;NA;transit;2014;287,1375;47,1013888888889;439,8;1,06;1,068;NA;5828;NA;FALSE
Kepler-334 d;0;NA;0,12849;25,09849;0,1645586171486;NA;NA;transit;2014;287,1375;47,1013888888889;439,8;1,06;1,068;NA;5828;NA;FALSE
Kepler-297 b;0;NA;0,26154;38,871826;0,219593538620499;NA;NA;transit;2014;283,208333333333;48,7675;684,83;1,07;0,915;NA;5619;NA;FALSE
Kepler-297 c;0;NA;0,59599;74,920137;0,340091129402031;NA;NA;transit;2014;283,208333333333;48,7675;684,83;1,07;0,915;NA;5619;NA;FALSE
Kepler-36 b;0;0,01346359;0,13778;13,83988;0,1151;978,8;NA;transit;2012;291,25;49,2180555555556;436,937;1,071;1,619;NA;5911;NA;FALSE
Kepler-36 c;0;0,02541726;0,33526835;16,23855;0,1283;927,8;NA;transit;2012;291,25;49,2180555555556;436,937;1,071;1,619;NA;5911;NA;FALSE
HD 142415 b;0;1,62;NA;386,3;1,05;250,5;NA;RV;2003;239,416666666667;-60,2;34,2;1,09;1,03;0,21;5834;NA;TRUE
Kepler-110 b;0;NA;0,16677;12,691112;0,10421634386188;NA;NA;transit;2014;292,925;48,6002777777778;532,42;1,067;1,149;NA;5960;NA;FALSE
Kepler-110 c;0;NA;0,2014;31,719775;0,191935856002784;NA;NA;transit;2014;292,925;48,6002777777778;532,42;1,067;1,149;NA;5960;NA;FALSE
Kepler-152 b;0;NA;0,25425;18,207973;0,135466503723373;NA;NA;transit;2014;286,8625;41,9838888888889;456,33;NA;0,724;NA;5088;NA;FALSE
Kepler-152 c;0;NA;0,2178;88,255055;0,387987066174055;NA;NA;transit;2014;286,8625;41,9838888888889;456,33;NA;0,724;NA;5088;NA;FALSE
Kepler-276 c;0;NA;0,30984;31,884362;0,193633090084685;NA;NA;transit;2014;293,566666666667;39,0336111111111;1559,37;1,05;1,046;NA;6105;NA;FALSE
Kepler-276 b;0;NA;0,26154;14,12841;0,112544242298066;NA;NA;transit;2014;293,566666666667;39,0336111111111;1559,37;1,05;1,046;NA;6105;NA;FALSE
Kepler-276 d;0;NA;0,25608;48,648869;0,256631278433383;NA;NA;transit;2014;293,566666666667;39,0336111111111;1559,37;1,05;1,046;NA;6105;NA;FALSE
WASP-25 b;0;0,58;1,26;3,76483;0,0474;1135;NA;transit;2010;195,358333333333;-27,5172222222222;169;1;0,95;-0,05;5750;NA;FALSE
Kepler-338 b;0;0,0963;0,22236;13,726976;0,116;NA;NA;transit;2014;282,975;40,7833333333333;545,29;1,101;1,735;-0,07;5923;NA;FALSE
Kepler-338 c;0;NA;0,21324;24,310856;0,17;NA;NA;transit;2014;282,975;40,7833333333333;545,29;1,101;1,735;-0,07;5923;NA;FALSE
Kepler-338 d;0;NA;0,27339;44,431014;0,237785790435115;NA;NA;transit;2014;282,975;40,7833333333333;545,29;1,101;1,735;-0,07;5923;NA;FALSE
Kepler-338 e;0;0,027;0,139;9,34149;0,09;NA;NA;transit;2014;282,975;40,7833333333333;545,29;1,101;1,735;-0,07;5923;NA;FALSE
Kepler-318 b;0;NA;0,42922;4,662715;0,0549973052269205;NA;NA;transit;2014;298,479166666667;46,7841666666667;605;0,98;1,189;NA;5746;NA;FALSE
Kepler-318 c;0;NA;0,33536;11,815007;0,102220535554153;NA;NA;transit;2014;298,479166666667;46,7841666666667;605;0,98;1,189;NA;5746;NA;FALSE
HD 564 b;0;0,33;NA;492,3;1,2;NA;NA;RV;2014;2,47008333333333;-50,2678055555556;53,6;0,961;1,01;-0,2;5902;5,5;TRUE
Kepler-445 b;0;NA;0,143986;2,984151;0,102;NA;NA;transit;2015;298,736116666667;46,4986333333333;90;0,18;0,21;0,27;3157;NA;FALSE
Kepler-445 c;0;NA;0,228737;4,871229;0,141;NA;NA;transit;2015;298,736116666667;46,4986333333333;90;0,18;0,21;0,27;3157;NA;FALSE
Kepler-445 d;0;NA;0,113913;8,15275;0,2;NA;NA;transit;2015;298,736116666667;46,4986333333333;90;0,18;0,21;0,27;3157;NA;FALSE
Kepler-66 b;0;NA;0,255165;17,815815;0,1352;NA;NA;transit;2013;293,983333333333;46,6836111111111;1107;1,038;0,966;0,012;5962;1;FALSE
Kepler-112 b;0;NA;0,21507;8,408878;0,0824490856899839;NA;NA;transit;2014;296,979166666667;43,2008333333333;495,55;0,946;0,841;NA;5544;NA;FALSE
Kepler-112 c;0;NA;0,21871;28,574263;0,186356195087629;NA;NA;transit;2014;296,979166666667;43,2008333333333;495,55;0,946;0,841;NA;5544;NA;FALSE
Kepler-421 b;0;NA;0,379102;704,1984;1,219;184;NA;transit;2014;283,254166666667;45,0836111111111;320;0,794;0,757;-0,25;5308;4;TRUE
Kepler-388 b;0;NA;0,07382;3,173315;0,049174701951571;NA;NA;transit;2014;284,825;44,6008333333333;399,01;0,635;0,586;NA;4498;NA;FALSE
Kepler-388 c;0;NA;0,07837;13,297004;0,127811170710403;NA;NA;transit;2014;284,825;44,6008333333333;399,01;0,635;0,586;NA;4498;NA;FALSE
KOI-183 b;0;0,595;1,192;2,6843285;0,03585;1605;NA;transit;2014;292,854166666667;46,3838888888889;725;0,85;0,95;-0,1;5560;11;FALSE
CoRoT-5 b;0;0,467;1,388;4,0378962;0,04947;1316,3;NA;transit;2008;101,279166666667;0,801388888888889;400;1;1,186;-0,25;6100;NA;FALSE
Kepler-399 d;0;NA;0,17224;58,034616;0,300900115029455;NA;NA;transit;2014;299,5;40,6669444444444;543,74;0,927;0,68;NA;5502;NA;FALSE
Kepler-399 b;0;NA;0,08749;14,425281;0,118954387427107;NA;NA;transit;2014;299,5;40,6669444444444;543,74;0,927;0,68;NA;5502;NA;FALSE
Kepler-399 c;0;NA;0,13032;26,67569;0,179215149221228;NA;NA;transit;2014;299,5;40,6669444444444;543,74;0,927;0,68;NA;5502;NA;FALSE
Gliese 777 A b;1;1,495;NA;2867,9;3,92;NA;NA;RV;2003;300,905854166667;29,8968055555556;15,89;1,04;1,2;0,24;NA;6,7;FALSE
Gliese 777 A c;1;0,064;NA;17,1186;0,128;NA;NA;RV;2005;300,905854166667;29,8968055555556;15,89;1,04;1,2;0,24;NA;6,7;FALSE
Kepler-268 b;0;NA;0,23238;25,934138;0,16464400386218;NA;NA;transit;2014;291,975;38,0502777777778;875,31;1,13;1,274;NA;6081;NA;FALSE
Kepler-268 c;0;NA;0,30802;83,446393;0,358841849551933;NA;NA;transit;2014;291,975;38,0502777777778;875,31;1,13;1,274;NA;6081;NA;FALSE
HD 95089 b;0;1,2;NA;507;1,51;396,7;NA;RV;2010;164,7;1,71777777777778;139;1,58;4,9;0,05;5002;NA;FALSE
HD 148156 b;0;0,85;NA;1010;2,45;191,9;NA;RV;2009;247,070833333333;-46,3166666666667;53,05;1,22;1,21;0,29;6308;NA;TRUE
Kepler-175 b;0;NA;0,23329;11,903515;0,100554668959128;NA;NA;transit;2014;289,55;43,8675;1219,23;1,045;1,01;NA;6064;NA;FALSE
Kepler-175 c;0;NA;0,2825;34,035257;0,202568283367742;NA;NA;transit;2014;289,55;43,8675;1219,23;1,045;1,01;NA;6064;NA;FALSE
HD 219828 b;0;0,066;NA;3,8335;0,052;1485,2;NA;RV;2007;349,695833333333;18,6344444444444;81,1;1,24;1,7;0,19;5891;NA;FALSE
HD 7449 b;0;1,11;NA;1275;2,3;166,9;NA;RV;2011;18,6208333333333;-5,03472222222222;39;1,05;1,01;-0,11;6024;NA;FALSE
HD 7449 c;0;2;NA;4046;4,96;117,6;NA;RV;2011;18,6208333333333;-5,03472222222222;39;1,05;1,01;-0,11;6024;NA;FALSE
Kepler-302 c;0;NA;1,13457;127,282184;0,491843972396577;NA;NA;transit;2014;294,316666666667;43,6177777777778;1712,49;1,021;1,22;NA;5740;NA;FALSE
Kepler-302 b;0;NA;0,36999;30,184104;0,188437702292473;NA;NA;transit;2014;294,316666666667;43,6177777777778;1712,49;1,021;1,22;NA;5740;NA;FALSE
Kepler-27 b;0;NA;0,364521;15,33;0,118;532,4;NA;transit;2012;292,233333333333;41,0833333333333;991,22;0,65;0,59;0,41;5400;NA;FALSE
Kepler-27 c;0;NA;0,44653;31,33;0,191;418,5;NA;transit;2012;292,233333333333;41,0833333333333;991,22;0,65;0,59;0,41;5400;NA;FALSE
HD 39194 b;0;0,0117;NA;5,6363;0,0519;881,3;NA;RV;2011;86,1333333333333;-70,1341666666667;25,9;NA;NA;NA;5150;NA;FALSE
HD 39194 c;0;0,0187;NA;14,025;0,0954;651,2;NA;RV;2011;86,1333333333333;-70,1341666666667;25,9;NA;NA;NA;5150;NA;FALSE
HD 39194 d;0;0,0162;NA;33,941;0,172;484,1;NA;RV;2011;86,1333333333333;-70,1341666666667;25,9;NA;NA;NA;5150;NA;FALSE
WASP-69 b;0;0,26;1,057;3,8681382;0,04525;963;NA;transit;2011;315,025;-5,08444444444444;50;0,826;0,813;0,15;4715;2;FALSE
HD 196885 A b;1;2,98;NA;1326;2,6;228,4;NA;RV;2007;309,9625;11,2347222222222;33;1,33;1,79;0,29;6340;0,5;TRUE
Kepler-402 c;0;NA;0,14216;6,124821;0,0655218959258389;NA;NA;transit;2014;288,366666666667;43,3502777777778;712,9;NA;1,264;NA;6090;NA;FALSE
Kepler-402 e;0;NA;0,13305;11,242861;0,0982295337349694;NA;NA;transit;2014;288,366666666667;43,3502777777778;712,9;NA;1,264;NA;6090;NA;FALSE
Kepler-402 b;0;NA;0,11118;4,028751;0,049556938915175;NA;NA;transit;2014;288,366666666667;43,3502777777778;712,9;NA;1,264;NA;6090;NA;FALSE
Kepler-402 d;0;NA;0,12576;8,921099;0,0841917934528458;NA;NA;transit;2014;288,366666666667;43,3502777777778;712,9;NA;1,264;NA;6090;NA;FALSE
Kepler-206 c;0;NA;0,1613;13,137471;0,108223968351307;NA;NA;transit;2014;291,633333333333;41,8333333333333;661,32;1,021;1,185;NA;5764;NA;FALSE
Kepler-206 b;0;NA;0,10936;7,781987;0,0763324628426149;NA;NA;transit;2014;291,633333333333;41,8333333333333;661,32;1,021;1,185;NA;5764;NA;FALSE
Kepler-206 d;0;NA;0,10845;23,44281;0,159216737091136;NA;NA;transit;2014;291,633333333333;41,8333333333333;661,32;1,021;1,185;NA;5764;NA;FALSE
KOI-1860 b;0;NA;0,221;6,319;0,0458;NA;NA;transit;2014;291,556958333333;39,2272777777778;NA;0,999;1,075;NA;NA;NA;FALSE
KOI-1860 c;0;NA;0,227;12,209;0,1038;NA;NA;transit;2014;291,556958333333;39,2272777777778;NA;0,999;1,075;NA;NA;NA;FALSE
KOI-1860.03;0;NA;0,15;3,076452083;0,0414;NA;NA;transit;2014;291,556958333333;39,2272777777778;NA;0,999;1,075;NA;NA;NA;FALSE
KOI-1860.04;0;NA;0,131;24,8435099;0,1667;NA;NA;transit;2014;291,556958333333;39,2272777777778;NA;0,999;1,075;NA;NA;NA;FALSE
HD 204313 b;0;3,55;NA;1920,1;3,04;153,8;NA;RV;2009;322,05;-21,7175;47,37;1,045;NA;0,18;5767;NA;FALSE
HD 204313 c;0;0,054;NA;34,873;0,2103;585,7;NA;RV;2011;322,05;-21,7175;47,37;1,045;NA;0,18;5767;NA;FALSE
HD 204313 d;0;1,68;NA;2831,6;3,93;135,1;NA;RV;2012;322,05;-21,7175;47,37;1,045;NA;0,18;5767;NA;FALSE
HD 159868 b;0;2,1;NA;1178,4;2,25;224,9;NA;RV;2007;264,75;-43,1344444444444;52,7;1,09;NA;NA;5395;NA;TRUE
HD 159868 c;0;0,73;NA;352,3;1;336,8;NA;RV;2012;264,75;-43,1344444444444;52,7;1,09;NA;NA;5395;NA;TRUE
HD 1690 b;0;6,1;NA;533;1,3;674,4;NA;RV;2010;5,30416666666667;-8,26805555555556;319;1,09;16,7;-0,32;4393;NA;TRUE
Kepler-449 b;1;NA;0,1834;12,58242;0,105;NA;NA;transit;2015;293,732808333333;41,9008277777778;NA;0,969;1,57;NA;5588;NA;FALSE
Kepler-449 c;1;NA;0,2466;33,6727;0,202;NA;NA;transit;2015;293,732808333333;41,9008277777778;NA;0,969;1,57;NA;5588;NA;FALSE
Kepler-184 b;0;NA;0,21507;10,687576;0,0959370634527272;NA;NA;transit;2014;291,95;43,0672222222222;727,97;0,97;0,873;NA;5788;NA;FALSE
Kepler-184 c;0;NA;0,17953;20,303005;0,147154593941976;NA;NA;transit;2014;291,95;43,0672222222222;727,97;0,97;0,873;NA;5788;NA;FALSE
Kepler-184 d;0;NA;0,22691;29,022358;0,186733429568104;NA;NA;transit;2014;291,95;43,0672222222222;727,97;0,97;0,873;NA;5788;NA;FALSE
Kepler-18 b;0;0,0217;0,179;3,504725;0,0447;1181,7;NA;transit;2011;298,079445833333;44,7463722222222;NA;0,972;1,108;0,2;5383;NA;FALSE
Kepler-18 c;0;0,054;0,49;7,64159;0,0752;911,1;NA;transit;2011;298,079445833333;44,7463722222222;NA;0,972;1,108;0,2;5383;NA;FALSE
Kepler-18 d;0;0,052;0,62;14,85888;0,1172;729,8;NA;transit;2011;298,079445833333;44,7463722222222;NA;0,972;1,108;0,2;5383;NA;FALSE
HD 32518 b;0;3,04;NA;157,54;0,59;NA;NA;RV;2009;77,402996;69,6394030555556;120,6;1,13;10,22;-0,15;4580;NA;FALSE
HAT-P-44 b;0;0,392;1,28;NA;0,0507;1126;NA;transit;2013;213,145833333333;47,0013888888889;374;0,939;0,979;0,33;5295;8,9;FALSE
HAT-P-44 c;0;1,6;NA;219,9;0,699;NA;NA;transit;2013;213,145833333333;47,0013888888889;374;0,939;0,979;0,33;5295;8,9;TRUE
HD 200964 b;0;1,85;NA;613,8;1,601;NA;NA;RV;2010;316,666009958333;3,80311888888889;68,4;1,44;4,3;-0,15;5164;3;TRUE
HD 200964 c;0;0,895;NA;825;1,95;NA;NA;RV;2010;316,666009958333;3,80311888888889;68,4;1,44;4,3;-0,15;5164;3;TRUE
WD 0806-661 B;0;8;NA;NA;NA;340;NA;imaging;2011;121,7239;-66,30465;19,2;0,62;NA;NA;5700;NA;FALSE
HAT-P-19 b;0;0,292;1,109;4,0087844;0,0466;1010;NA;transit;2010;9,51671666666667;34,7115444444444;215;0,842;0,82;0,23;4990;5,5;FALSE
Kepler-278 b;0;NA;0,3709;30,160546;0,195;NA;NA;transit;2014;290,104166666667;38,7;511,95;1,079;2,935;0,28;4991;NA;FALSE
Kepler-278 c;0;NA;0,32716;51,078775;0,276;NA;NA;transit;2014;290,104166666667;38,7;511,95;1,079;2,935;0,28;4991;NA;FALSE
Kepler-305 b;0;NA;0,26246;5,487108;0,0630675108720053;NA;NA;transit;2014;299,220833333333;40,3341666666667;1013,46;0,9;0,794;NA;5100;NA;FALSE
Kepler-305 c;0;NA;0,25608;8,290858;0,0830442696255129;NA;NA;transit;2014;299,220833333333;40,3341666666667;1013,46;0,9;0,794;NA;5100;NA;FALSE
Kepler-305 d;0;NA;0,24696;16,738661;0,132655062271186;NA;NA;transit;2014;299,220833333333;40,3341666666667;1013,46;0,9;0,794;NA;5100;NA;FALSE
Kepler-182 c;0;NA;0,31258;20,684342;0,14287440448995;NA;NA;transit;2014;289,829166666667;50,5836111111111;1440,75;1,1;1,146;NA;6250;NA;FALSE
Kepler-182 b;0;NA;0,23512;9,825792;0,0869837922139715;NA;NA;transit;2014;289,829166666667;50,5836111111111;1440,75;1,1;1,146;NA;6250;NA;FALSE
Kepler-4 b;0;0,077;0,357;3,21346;0,0456;1474,7;NA;transit;2010;285,616666666667;50,1333333333333;550;1,223;1,487;0,17;5857;NA;FALSE
HD 197037 b;0;0,79;NA;1035,7;2,07;200;NA;RV;2012;309,8875;42,2347222222222;33;1,11;NA;-0,2;6150;NA;TRUE
KELT-7 b;0;1,28;1,533;2,7347749;0,04415;2048;NA;transit;2015;78,2955416666667;33,3181666666667;129;1,535;1,732;0,139;6789;1,3;FALSE
TYC 1422-614-1 b;0;2,5;NA;198,4;0,69;NA;NA;RV;2014;154,277808333333;19,5584638888889;759;1,15;6,85;0,15;4806;9,77;FALSE
TYC 1422-614-1 c;0;10;NA;559,3;1,37;NA;NA;RV;2014;154,277808333333;19,5584638888889;759;1,15;6,85;0,15;4806;9,77;TRUE
HD 24040 b;0;4,1;NA;3490;4,637;NA;NA;RV;2006;57,5954166666667;17,4761111111111;46,6;1,18;1,154;0,206;5853;NA;FALSE
HAT-P-7 b;1;1,709;1,4588;2,204737;0,0379;2733;NA;transit;2008;292,245833333333;47,9669444444444;320;1,59;2,02;0,32;6310;1,77;FALSE
OGLE-2007-BLG-368L b;0;0,0694;NA;NA;3,3;NA;NA;microlensing;2008;269,108333333333;-32,2336111111111;5900;0,64;NA;NA;5700;NA;FALSE
Kepler-202 b;0;NA;0,14854;4,069427;0,0566508106245448;NA;NA;transit;2014;282,970833333333;41,3169444444444;291,9;0,683;0,667;NA;4668;NA;FALSE
Kepler-202 c;0;NA;0,16859;16,282493;0,142779071665923;NA;NA;transit;2014;282,970833333333;41,3169444444444;291,9;0,683;0,667;NA;4668;NA;FALSE
HAT-P-3 b;0;0,591;0,827;2,899703;0,03866;1047,2;NA;transit;2007;206,095833333333;48,0177777777778;130;0,917;0,799;0,27;5224;NA;FALSE
Gliese 3341 b;0;0,02;NA;14,207;0,089;NA;NA;RV;2014;78,9445;-31,2962777777778;23,2;0,47;0,439;-0,09;3546;NA;FALSE
CoRoT-12 b;0;0,917;1,44;2,828042;0,04016;1318,7;NA;transit;2010;100,766666666667;-1,28444444444444;1150;1,078;1,116;0,16;5675;NA;FALSE
Kepler-436 b;0;NA;0,244;64,00205;0,339;NA;NA;transit;2015;301,72075;44,4120555555556;618;0,729;0,697;0,01;4651;3;FALSE
